land,city,balcony,living_space,total_rent,service_charge,base_rent,lift,pets_allowed,floor,no_rooms,garden,cellar,noParkSpaces
Brandenburg,Brandenburg_an_der_Havel,False,45.4,347.0,85.0,262.0,False,no,3.0,2.0,False,False,0.0
Brandenburg,Barnim_Kreis,True,60.0,695.0,125.0,570.0,False,no,2.0,2.0,False,True,0.0
Brandenburg,Elbe_Elster_Kreis,False,74.52,422.0,64.0,358.0,False,negotiable,4.0,4.0,False,True,0.0
Brandenburg,Oder_Spree_Kreis,True,79.79,578.48,95.75,482.73,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,67.0,794.0,195.0,599.0,True,no,4.0,3.0,False,False,1.0
Brandenburg,Dahme_Spreewald_Kreis,True,73.5,984.9,102.9,882.0,False,negotiable,3.0,3.0,False,True,1.0
Brandenburg,Frankfurt_Oder,True,66.44,474.39,182.05,292.34,False,no,4.0,3.0,False,False,0.0
Brandenburg,Barnim_Kreis,True,70.11,600.0,170.0,430.0,False,no,5.0,3.0,False,False,0.0
Brandenburg,Havelland_Kreis,False,97.0,647.0,197.0,450.0,False,no,3.0,3.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,50.79,320.0,65.0,255.0,False,yes,0.0,2.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,True,62.0,510.0,120.0,390.0,False,negotiable,2.0,2.0,True,False,1.0
Brandenburg,Märkisch_Oderland_Kreis,False,65.0,420.0,70.0,350.0,False,no,1.0,3.0,True,True,0.0
Brandenburg,Spree_Neiße_Kreis,True,95.0,674.0,218.0,456.0,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,False,45.71,400.0,100.0,300.0,False,no,1.0,1.0,False,True,0.0
Brandenburg,Havelland_Kreis,True,58.3,450.0,60.0,390.0,False,negotiable,4.0,3.0,True,True,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,69.62,871.0,140.0,731.0,False,no,2.0,3.0,False,True,1.0
Brandenburg,Elbe_Elster_Kreis,True,60.0,328.0,70.0,258.0,False,negotiable,3.0,3.0,True,True,0.0
Brandenburg,Frankfurt_Oder,True,75.0,579.0,229.0,350.0,False,negotiable,1.0,3.0,True,True,0.0
Brandenburg,Cottbus,True,58.77,560.0,150.0,410.0,True,negotiable,1.0,2.0,False,True,1.0
Brandenburg,Uckermark_Kreis,False,41.97,320.0,110.0,210.0,False,no,2.0,1.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,20.0,259.0,50.0,209.0,False,no,2.0,1.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,True,42.07,307.11,54.69,252.42,False,negotiable,1.0,1.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,False,59.48,460.0,95.0,365.0,False,no,1.0,2.0,False,False,0.0
Brandenburg,Frankfurt_Oder,True,60.0,400.0,50.0,350.0,False,negotiable,4.0,2.0,True,True,0.0
Brandenburg,Teltow_Fläming_Kreis,True,61.7,577.0,170.0,407.0,False,no,0.0,3.0,False,True,1.0
Brandenburg,Prignitz_Kreis,False,76.51,513.0,153.0,360.0,False,negotiable,2.0,3.0,False,False,0.0
Brandenburg,Havelland_Kreis,False,87.74,510.0,60.0,450.0,False,yes,2.0,4.0,False,True,0.0
Brandenburg,Spree_Neiße_Kreis,False,86.4,618.0,220.0,398.0,False,negotiable,2.0,4.0,False,True,1.0
Brandenburg,Barnim_Kreis,True,50.26,424.38,60.0,364.38,False,no,2.0,2.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,53.0,570.0,120.0,450.0,False,no,1.0,2.0,False,True,1.0
Brandenburg,Brandenburg_an_der_Havel,False,61.5,518.0,149.0,369.0,False,no,0.0,3.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,True,85.92,775.0,215.0,560.0,False,negotiable,1.0,2.0,False,False,0.0
Brandenburg,Uckermark_Kreis,False,58.69,374.95,81.5,293.45,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Oberhavel_Kreis,False,63.03,385.0,85.0,300.0,False,negotiable,1.0,2.0,True,False,2.0
Brandenburg,Elbe_Elster_Kreis,False,74.26,475.9,113.94,361.96,False,no,4.0,3.0,False,False,0.0
Brandenburg,Spree_Neiße_Kreis,True,92.52,838.0,190.0,648.0,False,negotiable,1.0,4.0,False,True,0.0
Brandenburg,Frankfurt_Oder,True,64.65,537.55,85.0,452.55,True,negotiable,2.0,2.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,90.0,684.0,99.0,585.0,False,negotiable,4.0,3.0,False,False,0.0
Brandenburg,Oder_Spree_Kreis,True,60.0,410.0,82.0,328.0,False,yes,4.0,3.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,60.12,913.52,120.24,793.28,True,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Prignitz_Kreis,True,45.0,400.0,100.0,300.0,False,negotiable,2.0,2.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,True,64.0,559.0,80.0,479.0,False,no,1.0,3.0,False,True,0.0
Brandenburg,Uckermark_Kreis,True,49.57,433.0,86.0,347.0,False,no,2.0,2.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,61.11,445.0,65.0,380.0,False,no,1.0,3.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,58.0,591.55,70.0,521.55,False,no,2.0,2.0,False,False,1.0
Brandenburg,Teltow_Fläming_Kreis,False,89.0,603.0,85.0,518.0,False,no,2.0,3.0,False,True,2.0
Brandenburg,Märkisch_Oderland_Kreis,False,56.27,570.0,120.0,450.0,False,no,2.0,2.0,False,False,0.0
Brandenburg,Spree_Neiße_Kreis,False,54.5,339.0,115.0,224.0,False,no,1.0,2.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,68.73,431.14,60.0,371.14,False,no,2.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,36.2,313.0,56.0,257.0,False,yes,1.0,1.0,False,True,0.0
Brandenburg,Elbe_Elster_Kreis,True,58.5,382.0,60.0,322.0,False,no,4.0,2.0,False,True,0.0
Brandenburg,Cottbus,True,65.4,621.0,163.0,458.0,True,negotiable,1.0,2.0,False,True,1.0
Brandenburg,Uckermark_Kreis,False,84.45,815.0,245.0,570.0,True,no,0.0,3.0,False,True,0.0
Brandenburg,Havelland_Kreis,True,62.53,949.21,168.84,780.37,False,no,0.0,2.0,True,True,0.0
Brandenburg,Oder_Spree_Kreis,False,40.0,330.0,50.0,280.0,False,negotiable,2.0,2.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,True,53.85,510.0,135.0,375.0,False,no,1.0,1.0,False,False,1.0
Brandenburg,Märkisch_Oderland_Kreis,False,65.74,487.19,94.06,393.13,False,no,1.0,2.0,False,False,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,61.0,375.0,65.0,310.0,False,negotiable,4.0,3.0,False,True,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,84.64,791.37,55.01,736.36,False,negotiable,0.0,2.0,True,False,1.0
Brandenburg,Elbe_Elster_Kreis,True,56.0,333.22,80.0,253.22,False,negotiable,1.0,2.0,True,False,0.0
Brandenburg,Uckermark_Kreis,False,46.18,304.79,57.73,247.06,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Frankfurt_Oder,False,103.0,818.0,200.0,618.0,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Potsdam,True,27.1,472.0,38.0,434.0,False,no,2.0,1.0,False,False,0.0
Brandenburg,Havelland_Kreis,False,70.92,651.0,71.0,580.0,False,negotiable,2.0,2.0,True,False,1.0
Brandenburg,Cottbus,True,50.13,304.82,60.16,244.66,False,no,4.0,2.0,False,True,0.0
Brandenburg,Cottbus,True,71.85,488.58000000000004,129.33,359.25,False,negotiable,5.0,4.0,False,True,0.0
Brandenburg,Oder_Spree_Kreis,False,68.0,625.0,140.0,485.0,False,no,3.0,2.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,True,32.11,209.79,38.0,171.79,False,no,3.0,1.0,False,False,0.0
Brandenburg,Uckermark_Kreis,True,56.75,390.0,55.0,335.0,True,negotiable,2.0,2.0,False,True,0.0
Brandenburg,Cottbus,True,57.01,423.0,149.35,273.65,False,no,3.0,3.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,True,72.38,618.0,75.0,543.0,False,negotiable,2.0,2.0,True,True,0.0
Brandenburg,Teltow_Fläming_Kreis,True,87.28,750.0,110.0,640.0,True,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,54.52,510.0,50.0,460.0,False,negotiable,3.0,2.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,50.37,466.0,120.0,346.0,False,no,4.0,2.0,False,False,0.0
Brandenburg,Oder_Spree_Kreis,True,79.72,910.0,270.0,640.0,False,negotiable,2.0,3.0,False,True,1.0
Brandenburg,Märkisch_Oderland_Kreis,False,91.0,635.0,240.0,395.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Ostprignitz_Ruppin_Kreis,True,62.15,770.66,149.16,621.5,False,no,2.0,2.0,False,True,1.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,64.14,500.0,83.0,417.0,False,negotiable,2.0,2.0,False,True,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,63.0,950.0,150.0,800.0,True,negotiable,1.0,2.0,False,True,1.0
Brandenburg,Uckermark_Kreis,True,49.57,390.0,135.0,255.0,False,no,3.0,2.0,False,True,0.0
Brandenburg,Havelland_Kreis,True,79.65,694.98,190.0,504.98,False,no,0.0,4.0,True,True,0.0
Brandenburg,Uckermark_Kreis,True,100.62,880.0,380.0,500.0,False,no,4.0,5.0,False,True,0.0
Brandenburg,Cottbus,True,82.25,718.0,163.0,555.0,True,negotiable,2.0,3.0,False,True,1.0
Brandenburg,Spree_Neiße_Kreis,True,86.9,598.4300000000001,190.0,408.43,False,no,2.0,4.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,81.69,543.0,94.0,449.0,False,negotiable,2.0,3.0,False,True,1.0
Brandenburg,Teltow_Fläming_Kreis,True,58.77,582.0,104.0,478.0,False,negotiable,2.0,1.0,False,True,1.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,76.0,650.0,190.0,460.0,False,no,1.0,3.0,False,True,1.0
Brandenburg,Oder_Spree_Kreis,True,57.05,641.98,100.0,541.98,False,negotiable,1.0,2.0,False,True,1.0
Brandenburg,Cottbus,True,62.0,412.0,125.0,287.0,False,negotiable,0.0,3.0,False,True,0.0
Brandenburg,Potsdam,True,73.0,1080.0,290.0,790.0,True,negotiable,2.0,2.0,True,True,1.0
Brandenburg,Brandenburg_an_der_Havel,True,54.63,434.0,135.0,299.0,False,yes,4.0,3.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,80.0,700.0,100.0,600.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,41.61,358.52,128.52,230.0,False,no,0.0,2.0,False,True,0.0
Brandenburg,Cottbus,True,44.36,378.34,90.0,288.34,False,negotiable,2.0,1.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,42.2,263.53,50.0,213.53,True,negotiable,1.0,2.0,False,False,0.0
Brandenburg,Barnim_Kreis,True,103.0,970.0,105.0,865.0,False,no,2.0,4.0,True,True,0.0
Brandenburg,Uckermark_Kreis,True,29.26,217.0,57.0,160.0,False,no,5.0,1.0,False,True,0.0
Brandenburg,Cottbus,True,58.26,459.0,119.0,340.0,False,no,3.0,3.0,False,True,0.0
Brandenburg,Oberhavel_Kreis,False,34.58,534.26,135.0,399.26,False,negotiable,2.0,1.0,False,True,0.0
Brandenburg,Frankfurt_Oder,True,84.0,796.0,250.0,546.0,False,no,1.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,55.47,430.63,120.0,310.63,False,negotiable,1.0,2.0,False,True,1.0
Brandenburg,Havelland_Kreis,False,58.46,360.0,60.0,300.0,False,negotiable,0.0,3.0,False,False,0.0
Brandenburg,Spree_Neiße_Kreis,True,63.65,486.37,152.21,334.16,False,negotiable,2.0,2.0,False,True,0.0
Brandenburg,Potsdam,True,40.98,435.37,150.56,284.81,False,no,0.0,2.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,57.0,373.0,74.0,299.0,False,no,1.0,2.0,False,True,0.0
Brandenburg,Oberhavel_Kreis,True,60.7,620.0,60.0,560.0,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Cottbus,False,62.13,571.6,142.9,428.7,True,negotiable,0.0,2.0,False,True,1.0
Brandenburg,Elbe_Elster_Kreis,True,52.4,325.0,50.0,275.0,False,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Havelland_Kreis,True,60.05,480.0,75.0,405.0,False,negotiable,3.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,False,33.9,287.0,77.0,210.0,False,no,1.0,1.0,False,False,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,68.0,823.0,75.0,748.0,False,no,1.0,2.0,False,False,1.0
Brandenburg,Oberhavel_Kreis,False,68.86,688.0,113.0,575.0,False,yes,1.0,4.0,False,True,1.0
Brandenburg,Potsdam,True,52.79,895.0,146.0,749.0,True,negotiable,4.0,2.0,False,False,1.0
Brandenburg,Spree_Neiße_Kreis,True,46.9,376.0,95.0,281.0,False,negotiable,0.0,1.0,True,True,0.0
Brandenburg,Frankfurt_Oder,False,67.76,529.88,245.29,284.59,True,no,1.0,3.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,60.0,381.0,60.0,321.0,False,no,2.0,2.0,True,True,0.0
Brandenburg,Uckermark_Kreis,True,48.0,324.0,60.0,264.0,False,negotiable,4.0,2.0,False,True,0.0
Brandenburg,Uckermark_Kreis,True,60.91,392.87,76.14,316.73,False,no,4.0,3.0,False,True,0.0
Brandenburg,Frankfurt_Oder,True,62.0,635.0,230.0,405.0,False,no,1.0,3.0,False,True,0.0
Brandenburg,Potsdam_Mittelmark_Kreis,False,39.0,450.0,50.0,400.0,True,negotiable,1.0,2.0,False,False,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,61.9,425.0,78.0,347.0,False,negotiable,0.0,3.0,False,True,1.0
Brandenburg,Cottbus,False,53.16,334.91,58.48,276.43,False,negotiable,4.0,3.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,False,54.0,410.0,140.0,270.0,False,no,2.0,2.0,True,True,1.0
Brandenburg,Barnim_Kreis,False,76.0,630.0,100.0,530.0,False,negotiable,2.0,2.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,104.0,814.0,179.0,635.0,True,negotiable,2.0,3.0,True,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,80.2,709.0,100.0,609.0,False,no,1.0,2.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,False,59.24,378.05,70.0,308.05,False,no,2.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,65.83,437.77,79.0,358.77,False,yes,4.0,3.0,False,False,0.0
Brandenburg,Elbe_Elster_Kreis,True,60.33,435.0,100.0,335.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,60.0,463.86,173.92,289.94,True,no,4.0,3.0,False,True,0.0
Brandenburg,Spree_Neiße_Kreis,True,77.0,840.0,150.0,690.0,False,no,1.0,3.0,True,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,87.36,690.0,240.0,450.0,False,no,3.0,3.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,True,69.36,491.49,165.5,325.99,False,no,1.0,3.0,False,True,0.0
Brandenburg,Ostprignitz_Ruppin_Kreis,True,54.96,491.0,133.0,358.0,False,no,5.0,2.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,87.49,653.69,120.0,533.69,False,negotiable,2.0,4.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,34.51,285.0,85.0,200.0,False,no,3.0,1.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,75.0,552.0,100.0,452.0,False,no,2.0,3.0,False,True,1.0
Brandenburg,Oder_Spree_Kreis,False,68.0,498.0,90.0,408.0,False,no,2.0,3.0,False,True,1.0
Brandenburg,Teltow_Fläming_Kreis,True,46.49,475.0,100.0,375.0,False,negotiable,1.0,1.0,False,True,2.0
Brandenburg,Märkisch_Oderland_Kreis,False,53.0,297.0,65.0,232.0,False,negotiable,2.0,2.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,True,83.0,907.0,160.0,747.0,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,51.68,302.4,44.0,258.4,False,negotiable,4.0,1.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,45.0,410.0,50.0,360.0,False,no,1.0,2.0,False,False,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,77.93,968.0,141.0,827.0,True,no,3.0,3.0,False,True,1.0
Brandenburg,Brandenburg_an_der_Havel,False,41.0,400.0,90.0,310.0,False,no,3.0,1.0,False,False,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,71.0,665.0,75.0,590.0,False,no,1.0,3.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,True,50.0,505.0,60.0,445.0,False,negotiable,0.0,2.0,False,False,1.0
Brandenburg,Cottbus,True,65.0,416.0,71.5,344.5,False,negotiable,4.0,2.0,False,True,0.0
Brandenburg,Oberhavel_Kreis,True,75.0,820.0,200.0,620.0,False,negotiable,2.0,2.0,False,False,1.0
Brandenburg,Ostprignitz_Ruppin_Kreis,True,64.45,420.0,71.88,348.12,False,yes,3.0,2.0,False,False,1.0
Brandenburg,Oberhavel_Kreis,True,76.15,460.52,95.0,365.52,False,no,4.0,4.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,False,36.0,370.0,45.0,325.0,False,negotiable,0.0,1.0,False,True,1.0
Brandenburg,Havelland_Kreis,True,79.0,695.0,145.0,550.0,False,no,1.0,3.0,False,False,2.0
Brandenburg,Cottbus,True,57.5,476.0,148.25,327.75,False,no,1.0,2.0,False,False,0.0
Brandenburg,Spree_Neiße_Kreis,False,58.33,400.0,50.0,350.0,False,no,2.0,2.0,False,True,0.0
Brandenburg,Potsdam,True,60.01,689.1,126.0,563.1,False,no,1.0,2.0,False,True,0.0
Brandenburg,Havelland_Kreis,False,82.34,780.0,180.0,600.0,False,no,1.0,4.0,True,True,1.0
Brandenburg,Barnim_Kreis,False,66.0,850.0,200.0,650.0,False,negotiable,2.0,2.0,False,True,1.0
Brandenburg,Teltow_Fläming_Kreis,True,79.46,893.0,184.0,709.0,True,negotiable,4.0,3.0,False,True,1.0
Brandenburg,Dahme_Spreewald_Kreis,True,60.38,934.83,120.76,814.07,True,negotiable,2.0,2.0,True,True,0.0
Brandenburg,Elbe_Elster_Kreis,True,58.6,399.98,94.36,305.62,False,negotiable,1.0,3.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,False,93.0,799.0,160.0,639.0,True,no,2.0,4.0,False,False,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,59.28,462.0,165.0,297.0,False,negotiable,1.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,False,35.49,285.0,40.0,245.0,False,negotiable,2.0,1.0,False,True,0.0
Brandenburg,Oder_Spree_Kreis,True,105.7,918.0,138.0,780.0,False,negotiable,2.0,4.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,False,67.0,722.0,153.52,568.48,False,negotiable,2.0,2.0,True,True,0.0
Brandenburg,Cottbus,False,60.71,555.0,135.0,420.0,False,negotiable,1.0,2.0,False,False,1.0
Brandenburg,Märkisch_Oderland_Kreis,False,43.87,300.51,83.35,217.16,False,negotiable,3.0,1.0,False,True,0.0
Brandenburg,Dahme_Spreewald_Kreis,False,36.23,390.0,45.0,345.0,False,no,1.0,2.0,True,False,0.0
Brandenburg,Teltow_Fläming_Kreis,False,50.0,335.0,60.0,275.0,False,negotiable,2.0,1.0,False,True,1.0
Brandenburg,Cottbus,True,74.07,411.09,62.96,348.13,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Oder_Spree_Kreis,False,50.0,657.0,57.0,600.0,False,no,1.0,2.0,False,False,0.0
Brandenburg,Spree_Neiße_Kreis,True,57.01,391.96,79.81,312.15,True,no,4.0,3.0,False,True,0.0
Brandenburg,Märkisch_Oderland_Kreis,False,60.0,480.0,160.0,320.0,False,no,1.0,2.0,True,True,0.0
Brandenburg,Elbe_Elster_Kreis,True,60.68,480.0,140.0,340.0,False,yes,3.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,81.93,934.8,196.8,738.0,True,no,3.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,49.64,345.0,100.0,245.0,False,negotiable,4.0,1.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,67.3,561.0,169.0,392.0,False,no,5.0,4.0,False,True,0.0
Brandenburg,Frankfurt_Oder,True,66.48,589.02,176.84,412.18,False,no,2.0,4.0,False,False,0.0
Brandenburg,Potsdam,False,37.0,690.61,56.0,634.61,False,no,1.0,1.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,88.0,600.0,95.0,505.0,False,yes,1.0,3.0,True,True,1.0
Brandenburg,Oberhavel_Kreis,False,59.75,635.0,127.0,508.0,False,yes,1.0,3.0,False,True,2.0
Brandenburg,Oberhavel_Kreis,True,86.61,692.88,86.61,606.27,False,negotiable,1.0,3.0,True,True,1.0
Brandenburg,Potsdam_Mittelmark_Kreis,True,60.0,850.0,125.0,725.0,False,negotiable,0.0,2.0,True,True,1.0
Brandenburg,Barnim_Kreis,True,53.43,600.0,160.0,440.0,False,no,3.0,2.0,False,False,0.0
Brandenburg,Cottbus,True,50.44,380.0,120.0,260.0,True,negotiable,3.0,2.0,False,True,0.0
Brandenburg,Barnim_Kreis,False,61.11,460.0,70.0,390.0,False,no,2.0,3.0,False,False,0.0
Brandenburg,Cottbus,True,58.66,441.93999999999994,183.42,258.52,False,no,2.0,3.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,True,51.0,445.0,45.0,400.0,False,no,2.0,2.0,False,True,1.0
Brandenburg,Uckermark_Kreis,True,37.9,290.0,108.0,182.0,False,no,0.0,1.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,66.47,564.0,199.0,365.0,False,no,1.0,3.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,61.0,470.0,90.0,380.0,True,no,4.0,3.0,False,False,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,31.25,275.0,90.0,185.0,False,no,3.0,1.0,False,True,0.0
Brandenburg,Prignitz_Kreis,False,42.4,295.0,65.0,230.0,False,no,0.0,2.0,False,True,0.0
Brandenburg,Frankfurt_Oder,True,82.0,915.0,300.0,615.0,True,negotiable,1.0,2.0,False,True,0.0
Brandenburg,Frankfurt_Oder,True,82.64,699.97,200.0,499.97,False,negotiable,1.0,3.0,False,True,1.0
Brandenburg,Märkisch_Oderland_Kreis,True,39.0,679.0,78.0,601.0,True,negotiable,0.0,1.0,False,False,0.0
Brandenburg,Uckermark_Kreis,True,56.0,547.68,245.28,302.4,False,negotiable,0.0,2.0,True,False,1.0
Brandenburg,Prignitz_Kreis,False,45.0,309.0,50.0,259.0,False,negotiable,0.0,2.0,False,True,0.0
Brandenburg,Teltow_Fläming_Kreis,False,89.0,635.0,105.0,530.0,False,negotiable,1.0,3.0,False,True,1.0
Brandenburg,Dahme_Spreewald_Kreis,False,33.0,300.0,78.9,221.1,False,no,3.0,1.0,False,True,0.0
Brandenburg,Oder_Spree_Kreis,True,110.0,1090.0,265.0,825.0,False,negotiable,2.0,4.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,36.2,293.89,56.11,237.78,False,yes,2.0,1.0,False,True,0.0
Brandenburg,Cottbus,False,57.18,600.0,147.8,452.2,False,no,2.0,3.0,False,False,0.0
Brandenburg,Oder_Spree_Kreis,False,103.0,798.0,180.0,618.0,True,no,2.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,34.0,300.0,85.0,215.0,True,negotiable,4.0,1.0,False,True,0.0
Brandenburg,Prignitz_Kreis,False,86.5,650.0,200.0,450.0,False,no,1.0,4.0,True,True,1.0
Brandenburg,Teltow_Fläming_Kreis,False,91.67,669.0,120.0,549.0,False,yes,1.0,4.0,False,True,0.0
Brandenburg,Cottbus,True,57.27,490.0,173.0,317.0,False,no,4.0,3.0,False,False,0.0
Brandenburg,Cottbus,True,54.0,529.0,124.0,405.0,False,negotiable,2.0,3.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,False,48.0,428.0,128.0,300.0,False,negotiable,1.0,2.0,False,False,0.0
Brandenburg,Uckermark_Kreis,True,60.8,505.0,140.0,365.0,False,no,3.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,49.0,419.0,125.0,294.0,False,negotiable,1.0,2.0,False,True,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,71.7,459.18,72.0,387.18,False,no,5.0,4.0,False,False,0.0
Brandenburg,Uckermark_Kreis,False,55.0,490.0,130.0,360.0,False,no,1.0,2.0,False,True,0.0
Brandenburg,Prignitz_Kreis,True,60.02,405.0,80.0,325.0,False,no,2.0,3.0,False,True,0.0
Brandenburg,Uckermark_Kreis,False,65.63,336.0,40.0,296.0,False,negotiable,2.0,3.0,False,True,1.0
Brandenburg,Potsdam,False,95.0,745.0,175.0,570.0,False,negotiable,3.0,3.0,True,True,1.0
Brandenburg,Cottbus,False,112.15,831.03,158.13,672.9,False,no,1.0,4.0,False,True,0.0
Brandenburg,Brandenburg_an_der_Havel,True,54.63,431.0,132.0,299.0,False,yes,3.0,3.0,False,True,0.0
Brandenburg,Barnim_Kreis,True,91.46,979.0,220.0,759.0,False,no,2.0,3.0,False,False,0.0
Brandenburg,Barnim_Kreis,True,61.11,405.0,75.0,330.0,False,no,3.0,3.0,False,True,0.0
Brandenburg,Cottbus,True,65.28,539.21,114.89,424.32,False,negotiable,4.0,4.0,False,True,0.0
Brandenburg,Spree_Neiße_Kreis,True,89.0,590.4,150.0,440.4,False,no,3.0,4.0,False,True,1.0
Brandenburg,Barnim_Kreis,False,59.0,622.9,123.9,499.0,False,negotiable,4.0,2.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,True,90.0,665.0,80.0,585.0,False,negotiable,2.0,3.0,False,True,2.0
Brandenburg,Oberhavel_Kreis,True,91.0,1092.04,91.04,1001.0,False,no,1.0,4.0,False,True,2.0
Brandenburg,Oberhavel_Kreis,True,84.0,750.0,100.0,650.0,False,no,1.0,3.0,False,False,1.0
Brandenburg,Cottbus,True,45.65,323.0,113.0,210.0,False,negotiable,5.0,1.0,False,True,0.0
Brandenburg,Barnim_Kreis,False,75.0,515.0,75.0,440.0,False,negotiable,1.0,3.0,True,True,0.0
Brandenburg,Elbe_Elster_Kreis,True,49.36,313.11,59.23,253.88,False,negotiable,3.0,2.0,False,False,0.0
Brandenburg,Brandenburg_an_der_Havel,True,60.08,398.03,79.0,319.03,False,yes,3.0,3.0,False,False,0.0
Brandenburg,Teltow_Fläming_Kreis,True,56.1,505.0,140.0,365.0,False,no,1.0,2.0,False,True,0.0
Brandenburg,Oberspreewald_Lausitz_Kreis,False,21.0,360.0,180.0,180.0,False,no,2.0,1.0,False,False,1.0
Brandenburg,Oberspreewald_Lausitz_Kreis,True,104.0,766.0,167.0,599.0,True,negotiable,1.0,3.0,True,True,1.0
Brandenburg,Cottbus,False,60.0,560.0,80.0,480.0,True,no,5.0,2.0,False,False,0.0
